State,District,Market,Commodity,Variety,Grade,Arrival_Date,Min_x0020_Price,Max_x0020_Price,Modal_x0020_Price,Latitude,Longitude
telangana,hyderabad,mahboob manison,Onion,2nd Sort,Non-FAQ,28-02-2025,300,1800,1800,17.40055556,78.5175
telangana,hyderabad,mahboob manison,Dry Chillies,2nd Sort,FAQ,28-02-2025,5000,9000,8000,17.40055556,78.5175
telangana,hyderabad,mahboob manison,Green Chilli,Green Chilly,FAQ,28-02-2025,2500,3000,2750,17.40055556,78.5175
telangana,hyderabad,mahboob manison,Tamarind Fruit,Chapathi,FAQ,28-02-2025,9000,13000,10000,17.40055556,78.5175
telangana,hyderabad,mahboob manison,Cauliflower,African Sarson,FAQ,28-02-2025,1500,2000,1750,17.40055556,78.5175
madhya pradesh,ujjain,mahidpur,Mustard,Mustard,FAQ,28-02-2025,5295,5480,5480,23.14416667,75.55416667
madhya pradesh,ujjain,mahidpur,Wheat,Wheat,Non-FAQ,28-02-2025,2012,2012,2012,23.14416667,75.55416667
madhya pradesh,ujjain,mahidpur,Mustard,Mustard,Non-FAQ,28-02-2025,5100,5355,5355,23.14416667,75.55416667
gujarat,bhavnagar,mahuva(station road),Onion,Red,FAQ,28-02-2025,750,2240,1495,21.75194444,72.03111111
gujarat,bhavnagar,mahuva(station road),Cummin Seed(Jeera),Other,FAQ,28-02-2025,16000,19125,17565,21.75194444,72.03111111
gujarat,bhavnagar,mahuva(station road),Bajra(Pearl Millet/Cumbu),Hybrid,FAQ,28-02-2025,2375,3285,2830,21.75194444,72.03111111
gujarat,bhavnagar,mahuva(station road),Onion,White,FAQ,28-02-2025,950,1270,1110,21.75194444,72.03111111
gujarat,bhavnagar,mahuva(station road),Jowar(Sorghum),Other,FAQ,28-02-2025,2255,4550,3405,21.75194444,72.03111111
gujarat,bhavnagar,mahuva(station road),Maize,Other,FAQ,28-02-2025,2295,2295,2295,21.75194444,72.03111111
gujarat,bhavnagar,mahuva(station road),Arhar (Tur/Red Gram)(Whole),Local,FAQ,28-02-2025,6340,6955,6650,21.75194444,72.03111111
gujarat,bhavnagar,mahuva(station road),Wheat,Kalyan,FAQ,28-02-2025,2300,3210,2755,21.75194444,72.03111111
gujarat,bhavnagar,mahuva(station road),Green Gram (Moong)(Whole),Hybrid,FAQ,28-02-2025,4500,5240,4880,21.75194444,72.03111111
gujarat,bhavnagar,mahuva(station road),Groundnut,G20,FAQ,28-02-2025,4900,5565,5235,21.75194444,72.03111111
gujarat,bhavnagar,mahuva(station road),"Sesamum(Sesame,Gingelly,Til)",White,FAQ,28-02-2025,7200,10305,8755,21.75194444,72.03111111
gujarat,bhavnagar,mahuva(station road),Cotton,Other,FAQ,28-02-2025,6005,7005,6505,21.75194444,72.03111111
maharashtra,beed,majalgaon,Bengal Gram(Gram)(Whole),Other,Non-FAQ,28-02-2025,4611,5250,4900,18.79472222,76.19527778
maharashtra,beed,majalgaon,Maize,Other,FAQ,28-02-2025,2300,2300,2300,18.79472222,76.19527778
maharashtra,beed,majalgaon,Soyabean,Other,Local,28-02-2025,3300,4011,3951,18.79472222,76.19527778
maharashtra,beed,majalgaon,Arhar (Tur/Red Gram)(Whole),Other,Non-FAQ,28-02-2025,6700,7351,7200,18.79472222,76.19527778
maharashtra,beed,majalgaon,Bajra(Pearl Millet/Cumbu),Other,FAQ,28-02-2025,2625,3051,2900,18.79472222,76.19527778
maharashtra,beed,majalgaon,Wheat,Other,FAQ,28-02-2025,2275,3300,3100,18.79472222,76.19527778
maharashtra,beed,majalgaon,Jowar(Sorghum),Red,Local,28-02-2025,2000,2551,2400,18.79472222,76.19527778
madhya pradesh,guna,maksudangarh,Mustard,Mustard,FAQ,28-02-2025,5010,5525,5300,24.06111111,77.2575
madhya pradesh,guna,maksudangarh,Soyabean,Soyabeen,FAQ,28-02-2025,3575,3600,3600,24.06111111,77.2575
madhya pradesh,guna,maksudangarh,Bengal Gram(Gram)(Whole),Gram,Non-FAQ,28-02-2025,5160,5275,5160,24.06111111,77.2575
madhya pradesh,guna,maksudangarh,Mustard,Mustard,Non-FAQ,28-02-2025,4550,5525,5300,24.06111111,77.2575
madhya pradesh,guna,maksudangarh,Soyabean,Soyabeen,Non-FAQ,28-02-2025,3255,3985,3985,24.06111111,77.2575
maharashtra,vashim,malegaon(vashim),Soyabean,Other,Local,28-02-2025,3500,4050,3700,19.8833,75.6
maharashtra,buldhana,malkapur,Soyabean,Yellow,Non-FAQ,28-02-2025,3300,3975,3700,17.25,74.18333333
maharashtra,buldhana,malkapur,Arhar (Tur/Red Gram)(Whole),Other,Non-FAQ,28-02-2025,6930,7200,7000,17.25,74.18333333
maharashtra,buldhana,malkapur,Maize,Yellow,Non-FAQ,28-02-2025,1925,2105,2065,17.25,74.18333333
maharashtra,buldhana,malkapur,Jowar(Sorghum),Other,Non-FAQ,28-02-2025,1800,2265,1950,17.25,74.18333333
maharashtra,buldhana,malkapur,Wheat,Other,FAQ,28-02-2025,2275,3175,2730,17.25,74.18333333
maharashtra,buldhana,malkapur,Bengal Gram(Gram)(Whole),Average (Whole),Non-FAQ,28-02-2025,5000,5395,5100,17.25,74.18333333
maharashtra,buldhana,malkapur,Arhar (Tur/Red Gram)(Whole),Other,FAQ,28-02-2025,7550,7600,7600,17.25,74.18333333
telangana,karimnagar,mallial(cheppial),Paddy(Dhan)(Common),MTU-1010,Non-FAQ,28-02-2025,2320,2320,2320,18.25,79.01666667
gujarat,sabarkantha,malpur,Wheat,Other,FAQ,28-02-2025,2250,2275,2262.5,23.25277778,73.2125
madhya pradesh,sagar,malthone,Lak(Teora),Tiwada,FAQ,28-02-2025,3905,4000,4000,23.93722222,79.02138889
madhya pradesh,neemuch,manasa,Linseed,Flaxseed,FAQ,28-02-2025,5532,6035,6035,24.47055556,75.14388889
madhya pradesh,neemuch,manasa,Wheat,Wheat,Non-FAQ,28-02-2025,2500,2975,2830,24.47055556,75.14388889
madhya pradesh,neemuch,manasa,Lentil (Masur)(Whole),Masur Dal,FAQ,28-02-2025,5500,5800,5800,24.47055556,75.14388889
madhya pradesh,neemuch,manasa,Barley (Jau),Barley,Non-FAQ,28-02-2025,2280,2290,2290,24.47055556,75.14388889
madhya pradesh,neemuch,manasa,Black Gram (Urd Beans)(Whole),Urda/Urd,Non-FAQ,28-02-2025,4200,5800,5800,24.47055556,75.14388889
madhya pradesh,neemuch,manasa,Onion,Onion,FAQ,28-02-2025,1201,1500,1500,24.47055556,75.14388889
madhya pradesh,neemuch,manasa,Methi Seeds,Methiseeds,FAQ,28-02-2025,4600,5060,5060,24.47055556,75.14388889
madhya pradesh,neemuch,manasa,Maize,Local,FAQ,28-02-2025,2286,2297,2297,24.47055556,75.14388889
madhya pradesh,neemuch,manasa,Soyabean,Soyabeen,FAQ,28-02-2025,3600,4190,4130,24.47055556,75.14388889
madhya pradesh,neemuch,manasa,Wheat,Wheat,FAQ,28-02-2025,2499,3106,2830,24.47055556,75.14388889
madhya pradesh,neemuch,manasa,Soyabean,Soyabeen,Non-FAQ,28-02-2025,3800,4171,4130,24.47055556,75.14388889
gujarat,junagarh,manavdar,Cotton,Cotton (Unginned),FAQ,28-02-2025,6500,7800,7325,21.5333,70.4667
madhya pradesh,dhar,manawar,Maize,Yellow,FAQ,28-02-2025,2050,2050,2050,22.76666667,75.21944444
madhya pradesh,dhar,manawar,Wheat,Wheat,FAQ,28-02-2025,2510,2915,2850,22.76666667,75.21944444
madhya pradesh,dhar,manawar,Kabuli Chana(Chickpeas-White),Dollar Gram,FAQ,28-02-2025,6990,9500,9000,22.76666667,75.21944444
madhya pradesh,dhar,manawar,Bengal Gram(Gram)(Whole),Gram,FAQ,28-02-2025,4480,5175,5175,22.76666667,75.21944444
madhya pradesh,dhar,manawar,Maize,Local,FAQ,28-02-2025,1525,2300,2250,22.76666667,75.21944444
gujarat,ahmedabad,mandal,Arhar (Tur/Red Gram)(Whole),Arhar (Whole),FAQ,28-02-2025,7100,7505,7250,21.1,71.58333333
gujarat,ahmedabad,mandal,Arhar (Tur/Red Gram)(Whole),Arhar (Whole),Non-FAQ,28-02-2025,6505,7100,6800,21.1,71.58333333
gujarat,ahmedabad,mandal,Cummin Seed(Jeera),Other,FAQ,28-02-2025,17005,21005,19000,21.1,71.58333333
madhya pradesh,mandla,mandla,Paddy(Dhan)(Common),Common,FAQ,28-02-2025,2000,2010,2010,22.21861111,76.94694444
madhya pradesh,mandla,mandla,Paddy(Dhan)(Common),Paddy,FAQ,28-02-2025,2000,2000,2000,22.21861111,76.94694444
madhya pradesh,mandla,mandla,Lentil (Masur)(Whole),Local,Non-FAQ,28-02-2025,4700,4711,4711,22.21861111,76.94694444
madhya pradesh,mandsaur,mandsaur,Black Gram (Urd Beans)(Whole),Urda/Urd,Non-FAQ,28-02-2025,5699,6801,6801,24.05277778,75.08416667
madhya pradesh,mandsaur,mandsaur,Wheat,Wheat Mix,Non-FAQ,28-02-2025,2720,2842,2842,24.05277778,75.08416667
madhya pradesh,mandsaur,mandsaur,Wheat,Wheat Mix,FAQ,28-02-2025,2780,2825,2825,24.05277778,75.08416667
madhya pradesh,mandsaur,mandsaur,Wheat,Lokwan,Non-FAQ,28-02-2025,2700,2815,2801,24.05277778,75.08416667
madhya pradesh,mandsaur,mandsaur,Coriander(Leaves),Coriander,FAQ,28-02-2025,1950,6390,6390,24.05277778,75.08416667
madhya pradesh,mandsaur,mandsaur,nigella seeds,Kalonji/Nigella,FAQ,28-02-2025,11411,15599,15599,24.05277778,75.08416667
madhya pradesh,mandsaur,mandsaur,Lentil (Masur)(Whole),Organic,Non-FAQ,28-02-2025,5731,5731,5731,24.05277778,75.08416667
madhya pradesh,mandsaur,mandsaur,Bengal Gram(Gram)(Whole),Gram,Non-FAQ,28-02-2025,3501,5480,5371,24.05277778,75.08416667
madhya pradesh,mandsaur,mandsaur,Mustard,Mustard,Non-FAQ,28-02-2025,4800,7430,5747,24.05277778,75.08416667
madhya pradesh,mandsaur,mandsaur,Onion,Onion,Non-FAQ,28-02-2025,200,2100,1601,24.05277778,75.08416667
madhya pradesh,mandsaur,mandsaur,Maize,Local,Non-FAQ,28-02-2025,2291,2291,2291,24.05277778,75.08416667
madhya pradesh,mandsaur,mandsaur,Soyabean,Soyabeen,FAQ,28-02-2025,3896,4250,4000,24.05277778,75.08416667
madhya pradesh,mandsaur,mandsaur,Garlic,Average,FAQ,28-02-2025,6501,6501,6501,24.05277778,75.08416667
madhya pradesh,mandsaur,mandsaur,Groundnut,Big (With Shell),Non-FAQ,28-02-2025,4400,5502,5502,24.05277778,75.08416667
chattisgarh,koria,manendragarh,Paddy(Dhan)(Common),I.R. 36,Non-FAQ,28-02-2025,2100,2100,2100,23.0667,81
chattisgarh,koria,manendragarh,Wheat,Deshi,Non-FAQ,28-02-2025,2000,2000,2000,23.0667,81
chattisgarh,koria,manendragarh,Paddy(Dhan)(Common),I.R. 36,FAQ,28-02-2025,2310,2310,2310,23.0667,81
karnataka,mangalore(dakshin kannad),mangalore,Arecanut(Betelnut/Supari),New Variety,FAQ,28-02-2025,33000,37000,35000,12.9141,74.855
maharashtra,raigad,mangaon,Paddy(Dhan)(Common),Other,FAQ,28-02-2025,2300,2320,2310,18.49472222,72.98222222
maharashtra,raigad,mangaon,Rice,Other,Local,28-02-2025,1900,4800,3500,18.49472222,72.98222222
gujarat,junagarh,mangrol,Groundnut,G20,Non-FAQ,28-02-2025,5125,5150,5140,21.125,70.10833333
gujarat,junagarh,mangrol,Bengal Gram(Gram)(Whole),Desi (F.A.Q. Split),Non-FAQ,28-02-2025,5000,5300,5250,21.125,70.10833333
gujarat,junagarh,mangrol,Corriander seed,Coriander Seed,FAQ,28-02-2025,7250,7350,7325,21.125,70.10833333
maharashtra,nashik,manmad,Onion,Red,Local,28-02-2025,500,2431,2100,20.53333333,74.38333333
gujarat,gandhinagar,mansa,Castor Seed,Castor seed,FAQ,28-02-2025,6275,6370,6340,23.42305556,72.665
gujarat,gandhinagar,mansa,Mustard,Mustard,FAQ,28-02-2025,5105,5430,5375,23.42305556,72.665
gujarat,gandhinagar,mansa,Guar Seed(Cluster Beans Seed),Split,FAQ,28-02-2025,4500,4970,4750,23.42305556,72.665
gujarat,gandhinagar,mansa(manas veg yard),Surat Beans (Papadi),Other,FAQ,28-02-2025,1200,1500,1500,23.17916667,72.84166667
gujarat,gandhinagar,mansa(manas veg yard),Bottle gourd,Other,FAQ,28-02-2025,800,1000,800,23.17916667,72.84166667
gujarat,gandhinagar,mansa(manas veg yard),Carrot,Other,FAQ,28-02-2025,1500,2000,2000,23.17916667,72.84166667
gujarat,gandhinagar,mansa(manas veg yard),Tomato,Other,FAQ,28-02-2025,400,600,600,23.17916667,72.84166667
gujarat,gandhinagar,mansa(manas veg yard),Green Chilli,Other,FAQ,28-02-2025,2000,2500,2000,23.17916667,72.84166667
gujarat,gandhinagar,mansa(manas veg yard),Cauliflower,Other,FAQ,28-02-2025,1000,1000,1000,23.17916667,72.84166667
gujarat,gandhinagar,mansa(manas veg yard),Brinjal,Brinjal,FAQ,28-02-2025,800,1500,1000,23.17916667,72.84166667
gujarat,gandhinagar,mansa(manas veg yard),Cabbage,Other,FAQ,28-02-2025,200,500,500,23.17916667,72.84166667
gujarat,gandhinagar,mansa(manas veg yard),Methi(Leaves),Methi,FAQ,28-02-2025,1000,1200,1000,23.17916667,72.84166667
maharashtra,jalana,mantha,Bengal Gram(Gram)(Whole),Other,Non-FAQ,28-02-2025,5050,5150,5100,19.65,76.38333333
maharashtra,jalana,mantha,Wheat,Other,FAQ,28-02-2025,2400,2800,2700,19.65,76.38333333
maharashtra,jalana,mantha,Arhar (Tur/Red Gram)(Whole),Other,Non-FAQ,28-02-2025,6800,7000,6900,19.65,76.38333333
maharashtra,jalana,mantha,Jowar(Sorghum),Other,Local,28-02-2025,1900,2200,2000,19.65,76.38333333
gujarat,kheda,matar,Paddy(Dhan)(Common),Other,FAQ,28-02-2025,2580,2630,2610,23.08333333,73.3625
telangana,karimnagar,medipally,Maize,Deshi Red,FAQ,28-02-2025,2300,2300,2300,18.25,79.01666667
madhya pradesh,satna,mehar,Wheat,Local,FAQ,28-02-2025,2800,2801,2801,24.42333333,81.24722222
madhya pradesh,satna,mehar,buttery,Buttery,FAQ,28-02-2025,4611,4700,4700,24.42333333,81.24722222
maharashtra,buldhana,mehekar,Arhar (Tur/Red Gram)(Whole),Other,Non-FAQ,28-02-2025,6200,7300,7050,20.2,76.3833
maharashtra,buldhana,mehekar,Soyabean,Other,Local,28-02-2025,3400,4000,3900,20.2,76.3833
maharashtra,buldhana,mehekar,Bengal Gram(Gram)(Whole),Other,Non-FAQ,28-02-2025,4500,5200,5000,20.2,76.3833
maharashtra,buldhana,mehekar,Wheat,Other,FAQ,28-02-2025,2600,2850,2700,20.2,76.3833
madhya pradesh,bhind,mehgaon,Mustard,Mustard,FAQ,28-02-2025,5490,5510,5510,26.49777778,78.60111111
madhya pradesh,bhind,mehgaon,Wheat,Wheat,Non-FAQ,28-02-2025,2300,2360,2360,26.49777778,78.60111111
madhya pradesh,bhind,mehgaon,Bajra(Pearl Millet/Cumbu),Millet,Non-FAQ,28-02-2025,2050,2080,2080,26.49777778,78.60111111
telangana,ranga reddy,mehndipatnam(rythu bazar),Onion,1st Sort,FAQ,28-02-2025,3500,3500,3500,17.48333333,78.36944444
telangana,ranga reddy,mehndipatnam(rythu bazar),Cluster beans,Cluster Beans,FAQ,28-02-2025,3500,3500,3500,17.48333333,78.36944444
telangana,ranga reddy,mehndipatnam(rythu bazar),Colacasia,Colacasia,FAQ,28-02-2025,4500,4500,4500,17.48333333,78.36944444
telangana,ranga reddy,mehndipatnam(rythu bazar),Onion,1st Sort,Non-FAQ,28-02-2025,3500,3500,3500,17.48333333,78.36944444
telangana,ranga reddy,mehndipatnam(rythu bazar),Bottle gourd,Bottle Gourd,FAQ,28-02-2025,900,900,900,17.48333333,78.36944444
telangana,ranga reddy,mehndipatnam(rythu bazar),Cabbage,Cabbage,FAQ,28-02-2025,900,900,900,17.48333333,78.36944444
telangana,ranga reddy,mehndipatnam(rythu bazar),Bhindi(Ladies Finger),Bhindi,FAQ,28-02-2025,4500,4500,4500,17.48333333,78.36944444
telangana,ranga reddy,mehndipatnam(rythu bazar),Carrot,Carrot,FAQ,28-02-2025,1900,1900,1900,17.48333333,78.36944444
telangana,ranga reddy,mehndipatnam(rythu bazar),Bitter gourd,Bitter Gourd,FAQ,28-02-2025,3200,3200,3200,17.48333333,78.36944444
telangana,ranga reddy,mehndipatnam(rythu bazar),Beetroot,Beetroot,FAQ,28-02-2025,1900,1900,1900,17.48333333,78.36944444
telangana,ranga reddy,mehndipatnam(rythu bazar),Drumstick,Drumstick,FAQ,28-02-2025,600,600,600,17.48333333,78.36944444
telangana,ranga reddy,mehndipatnam(rythu bazar),Brinjal,Arkasheela Mattigulla,FAQ,28-02-2025,1800,1800,1800,17.48333333,78.36944444
telangana,ranga reddy,mehndipatnam(rythu bazar),Field Pea,Field Pea,FAQ,28-02-2025,4500,4500,4500,17.48333333,78.36944444
telangana,ranga reddy,mehndipatnam(rythu bazar),Banana - Green,Banana - Green,FAQ,28-02-2025,900,900,900,17.48333333,78.36944444
telangana,ranga reddy,mehndipatnam(rythu bazar),Leafy Vegetable,Leafy Vegetables,FAQ,28-02-2025,2000,2000,2000,17.48333333,78.36944444
telangana,ranga reddy,mehndipatnam(rythu bazar),Cucumbar(Kheera),Cucumbar,FAQ,28-02-2025,2300,2300,2300,17.48333333,78.36944444
telangana,ranga reddy,mehndipatnam(rythu bazar),Potato,(Red Nanital),FAQ,28-02-2025,2100,2100,2100,17.48333333,78.36944444
telangana,ranga reddy,mehndipatnam(rythu bazar),Ridgeguard(Tori),Other,FAQ,28-02-2025,3500,3500,3500,17.48333333,78.36944444
telangana,ranga reddy,mehndipatnam(rythu bazar),Tomato,Deshi,Non-FAQ,28-02-2025,1300,1300,1300,17.48333333,78.36944444
telangana,ranga reddy,mehndipatnam(rythu bazar),Tomato,Deshi,FAQ,28-02-2025,1300,1300,1300,17.48333333,78.36944444
telangana,ranga reddy,mehndipatnam(rythu bazar),Snakeguard,Other,FAQ,28-02-2025,1800,1800,1800,17.48333333,78.36944444
telangana,ranga reddy,mehndipatnam(rythu bazar),Green Chilli,Green Chilly,FAQ,28-02-2025,4000,4000,4000,17.48333333,78.36944444
telangana,ranga reddy,mehndipatnam(rythu bazar),Cauliflower,African Sarson,FAQ,28-02-2025,1800,1800,1800,17.48333333,78.36944444
telangana,ranga reddy,mehndipatnam(rythu bazar),Yam (Ratalu),Other,FAQ,28-02-2025,6500,6500,6500,17.48333333,78.36944444
telangana,ranga reddy,mehndipatnam(rythu bazar),French Beans (Frasbean),French Beans (Frasbean),FAQ,28-02-2025,4000,4000,4000,17.48333333,78.36944444
gujarat,mehsana,mehsana,Mustard,Mustard,FAQ,28-02-2025,4840,5750,5500,24.1,72.4
gujarat,mehsana,mehsana,Wheat,Local,FAQ,28-02-2025,2750,3225,3000,24.1,72.4
gujarat,mehsana,mehsana,Castor Seed,Castor seed,FAQ,28-02-2025,6100,6380,6335,24.1,72.4
gujarat,mehsana,mehsana(jornang),Castor Seed,Castor seed,FAQ,28-02-2025,6120,6175,6150,24.1,72.4
gujarat,mehsana,mehsana(jornang),Mustard,Mustard,Non-FAQ,28-02-2025,5000,5420,5375,24.1,72.4
gujarat,mehsana,mehsana(jornang),Wheat,Other,FAQ,28-02-2025,3125,3125,3125,24.1,72.4
gujarat,mehsana,mehsana(mehsana veg),Lemon,Lemon,FAQ,28-02-2025,6000,7500,6750,24.1,72.4
gujarat,mehsana,mehsana(mehsana veg),Onion,Onion,FAQ,28-02-2025,1050,2500,2200,24.1,72.4
gujarat,mehsana,mehsana(mehsana veg),Cabbage,Cabbage,FAQ,28-02-2025,175,600,400,24.1,72.4
gujarat,mehsana,mehsana(mehsana veg),Bhindi(Ladies Finger),Bhindi,FAQ,28-02-2025,2000,4700,3500,24.1,72.4
gujarat,mehsana,mehsana(mehsana veg),Potato,Potato,FAQ,28-02-2025,250,1200,950,24.1,72.4
gujarat,mehsana,mehsana(mehsana veg),Cauliflower,Cauliflower,FAQ,28-02-2025,350,1000,600,24.1,72.4
gujarat,mehsana,mehsana(mehsana veg),Tomato,Tomato,FAQ,28-02-2025,200,1000,600,24.1,72.4
gujarat,mehsana,mehsana(mehsana veg),Green Chilli,Green Chilly,FAQ,28-02-2025,300,3500,2250,24.1,72.4
gujarat,mehsana,mehsana(mehsana veg),Banana,Other,Large,28-02-2025,2500,3500,3000,24.1,72.4
madhya pradesh,indore,mhow,Kabuli Chana(Chickpeas-White),Bitkey,FAQ,28-02-2025,4381,5700,5700,22.54861111,75.76194444
madhya pradesh,indore,mhow,Wheat,Sujata,FAQ,28-02-2025,2740,2740,2740,22.54861111,75.76194444
madhya pradesh,indore,mhow,Wheat,Local,FAQ,28-02-2025,2781,2781,2781,22.54861111,75.76194444
madhya pradesh,indore,mhow,Wheat,Mill Quality,FAQ,28-02-2025,2800,2800,2800,22.54861111,75.76194444
gujarat,sabarkantha,modasa,Mustard,Lohi Black,Non-FAQ,28-02-2025,4750,5500,5500,23.4625,73.30833333
gujarat,sabarkantha,modasa,Wheat,Lokwan Gujrat,FAQ,28-02-2025,2500,3180,3180,23.4625,73.30833333
gujarat,sabarkantha,modasa,Soyabean,Yellow,Non-FAQ,28-02-2025,3500,3910,3910,23.4625,73.30833333
gujarat,sabarkantha,modasa,Arhar (Tur/Red Gram)(Whole),Local,Non-FAQ,28-02-2025,5750,6940,6940,23.4625,73.30833333
gujarat,sabarkantha,modasa,Maize,Hybrid Red (Cattle Feed),FAQ,28-02-2025,2000,2575,2575,23.4625,73.30833333
gujarat,sabarkantha,modasa(tintoi),Mustard,Mustard,Non-FAQ,28-02-2025,4650,5400,5400,23.25277778,73.2125
gujarat,sabarkantha,modasa(tintoi),Maize,Hybrid Red (Cattle Feed),FAQ,28-02-2025,1900,2450,2450,23.25277778,73.2125
gujarat,sabarkantha,modasa(tintoi),Wheat,Lokwan,FAQ,28-02-2025,2400,3050,3050,23.25277778,73.2125
gujarat,chhota udaipur,modasar,Cotton,Shanker 6 (B) 30mm FIne,FAQ,28-02-2025,7200,7471,7300,22.14,73.8
madhya pradesh,balaghat,mohgaon,Paddy(Dhan)(Common),Common,FAQ,28-02-2025,2301,2301,2301,21.93,80.35194444
madhya pradesh,balaghat,mohgaon,Harrah,Harrah,FAQ,28-02-2025,1201,1201,1201,21.93,80.35194444
madhya pradesh,balaghat,mohgaon,Behada,Behada,FAQ,28-02-2025,850,850,850,21.93,80.35194444
gujarat,morbi,morbi,Cucumbar(Kheera),Cucumbar,FAQ,28-02-2025,1500,2500,2000,22.825,70.85833333
gujarat,morbi,morbi,Guar,Gwar,FAQ,28-02-2025,6500,7500,7000,22.825,70.85833333
gujarat,morbi,morbi,Tomato,Tomato,FAQ,28-02-2025,500,1000,750,22.825,70.85833333
gujarat,morbi,morbi,Onion,Onion,FAQ,28-02-2025,1000,2500,1750,22.825,70.85833333
gujarat,morbi,morbi,Arhar Dal(Tur Dal),Arhar Dal(Tur),FAQ,28-02-2025,5605,7255,6430,22.825,70.85833333
gujarat,morbi,morbi,Bottle gourd,Bottle Gourd,FAQ,28-02-2025,500,1000,750,22.825,70.85833333
gujarat,morbi,morbi,Brinjal,Brinjal,FAQ,28-02-2025,700,1500,1100,22.825,70.85833333
gujarat,morbi,morbi,Lemon,Lemon,FAQ,28-02-2025,3500,6500,5000,22.825,70.85833333
gujarat,morbi,morbi,Black Gram (Urd Beans)(Whole),Rajkot T-9,FAQ,28-02-2025,4005,7675,5840,22.825,70.85833333
gujarat,morbi,morbi,Cabbage,Cabbage,FAQ,28-02-2025,300,500,400,22.825,70.85833333
gujarat,morbi,morbi,Cummin Seed(Jeera),Cummin Seed(Jeera),FAQ,28-02-2025,16250,20400,18325,22.825,70.85833333
gujarat,morbi,morbi,Cotton,Local,FAQ,28-02-2025,6500,7450,6975,22.825,70.85833333
gujarat,morbi,morbi,Groundnut,Other,FAQ,28-02-2025,3500,5620,4560,22.825,70.85833333
gujarat,morbi,morbi,Bengal Gram(Gram)(Whole),Desi (Whole),FAQ,28-02-2025,5000,5160,5080,22.825,70.85833333
gujarat,morbi,morbi,Bitter gourd,Other,FAQ,28-02-2025,2500,3500,3000,22.825,70.85833333
gujarat,morbi,morbi,"Sesamum(Sesame,Gingelly,Til)",White,FAQ,28-02-2025,8500,10000,9250,22.825,70.85833333
gujarat,morbi,morbi,Castor Seed,Castor seed,FAQ,28-02-2025,5450,6150,5800,22.825,70.85833333
gujarat,morbi,morbi,Green Chilli,Green Chilly,FAQ,28-02-2025,1500,2500,2000,22.825,70.85833333
gujarat,morbi,morbi,Bhindi(Ladies Finger),Bhindi,FAQ,28-02-2025,2500,3500,3000,22.825,70.85833333
gujarat,morbi,morbi,Wheat,Local,FAQ,28-02-2025,2905,3185,3045,22.825,70.85833333
madhya pradesh,morena,morena,Arhar (Tur/Red Gram)(Whole),Arhar Dal(Tur),FAQ,28-02-2025,4000,6410,6410,26.48694444,77.98111111
madhya pradesh,morena,morena,Potato,Potato,FAQ,28-02-2025,500,600,600,26.48694444,77.98111111
madhya pradesh,morena,morena,Wheat,Wheat,FAQ,28-02-2025,2940,2951,2951,26.48694444,77.98111111
madhya pradesh,morena,morena,Cauliflower,Cauliflower,FAQ,28-02-2025,200,350,350,26.48694444,77.98111111
madhya pradesh,morena,morena,Wheat,Mill Quality,FAQ,28-02-2025,2918,2918,2918,26.48694444,77.98111111
maharashtra,nanded,mukhed,Arhar (Tur/Red Gram)(Whole),Other,Non-FAQ,28-02-2025,7300,7400,7300,19.21666667,77.68333333
maharashtra,nanded,mukhed,Bengal Gram(Gram)(Whole),Other,FAQ,28-02-2025,5550,5550,5550,19.21666667,77.68333333
maharashtra,nanded,mukhed,Soyabean,Yellow,Non-FAQ,28-02-2025,3900,4100,4000,19.21666667,77.68333333
chattisgarh,bastar,muli,Mahua,Mahua,FAQ,28-02-2025,3100,3100,3100,19,81
madhya pradesh,betul,multai,Maize,Local,Non-FAQ,28-02-2025,2190,2240,2240,21.92361111,78.12416667
madhya pradesh,betul,multai,Wheat,Wheat,Non-FAQ,28-02-2025,2500,2600,2600,21.92361111,78.12416667
maharashtra,mumbai,mumbai,Green Gram Dal (Moong Dal),Other,Local,28-02-2025,9000,13000,11200,19.076,72.8777
maharashtra,mumbai,mumbai,Green Gram (Moong)(Whole),Other,FAQ,28-02-2025,8800,12000,10900,19.076,72.8777
maharashtra,mumbai,mumbai,Ginger(Green),Other,Local,28-02-2025,2600,3800,3200,19.076,72.8777
maharashtra,mumbai,mumbai,Cowpea (Lobia/Karamani),Other,Local,28-02-2025,8800,11000,10300,19.076,72.8777
maharashtra,mumbai,mumbai,Ginger(Dry),Other,Local,28-02-2025,32000,48000,40000,19.076,72.8777
maharashtra,mumbai,mumbai,Corriander seed,Other,Local,28-02-2025,10000,16000,13000,19.076,72.8777
maharashtra,mumbai,mumbai,Black Gram Dal (Urd Dal),Other,Local,28-02-2025,9600,13000,12000,19.076,72.8777
maharashtra,mumbai,mumbai,Tomato,Other,Local,28-02-2025,1000,1400,1200,19.076,72.8777
maharashtra,mumbai,mumbai,Beetroot,Other,Local,28-02-2025,800,1000,900,19.076,72.8777
maharashtra,mumbai,mumbai,Sweet Potato,Other,Local,28-02-2025,1600,2200,1900,19.076,72.8777
maharashtra,mumbai,mumbai,Sugar,Other,Local,28-02-2025,3900,4650,4275,19.076,72.8777
maharashtra,mumbai,mumbai,Methi Seeds,Methiseeds,Local,28-02-2025,6200,7600,6900,19.076,72.8777
